LEVEL,CODE,NATIONAL_TITLE_BE_NL,NATIONAL_TITLE_BE_FR,NATIONAL_TITLE_BE_DE,NATIONAL_TITLE_BE_EN
4,25.22,"Vervaardiging van andere tanks, reservoirs en bergingsmiddelen, van metaal","Fabrication d’autres réservoirs, citernes et conteneurs métalliques","Herstellung von Sammelbehältern, Tanks u. Ä. Behältern aus Metall","Manufacture of other tanks, reservoirs and containers of metal"
5,25.220,"Vervaardiging van andere tanks, reservoirs en bergingsmiddelen, van metaal","Fabrication d’autres réservoirs, citernes et conteneurs métalliques","Herstellung von Sammelbehältern, Tanks u. Ä. Behältern aus Metall","Manufacture of other tanks, reservoirs and containers of metal"
3,25.3,Vervaardiging van wapens en munitie,Fabrication d’armes et de munitions,Herstellung von Waffen und Munition,Manufacture of weapons and ammunition
4,25.30,Vervaardiging van wapens en munitie,Fabrication d’armes et de munitions,Herstellung von Waffen und Munition,Manufacture of weapons and ammunition
5,25.300,Vervaardiging van wapens en munitie,Fabrication d’armes et de munitions,Herstellung von Waffen und Munition,Manufacture of weapons and ammunition
3,25.4,Smeden en bewerken van metaal en poedermetallurgie,Forgeage et façonnage de métal; métallurgie des poudres,"Herstellung von Schmiede-, Press-, Zieh- und Stanzteilen und pulvermetallurgischen Erzeugnissen",Forging and shaping metal and powder metallurgy
4,25.40,Smeden en bewerken van metaal en poedermetallurgie,Forgeage et façonnage de métal; métallurgie des poudres,"Herstellung von Schmiede-, Press-, Zieh- und Stanzteilen und pulvermetallurgischen Erzeugnissen",Forging and shaping metal and powder metallurgy
5,25.401,Smeden van metaal,Forgeage de métal,Herstellung von Schmiedeteilen,Forging metal
5,25.402,Bewerken van metaal en poedermetallurgie,Façonnage de métal; métallurgie des poudres,"Herstellung von Press-, Zieh- und Stanzteilen und pulvermetallurgischen Erzeugnissen",Shaping metal and powder metallurgy
3,25.5,Oppervlaktebehandeling van metalen; verspanend bewerken van metalen,Traitement et revêtement des métaux; usinage,Oberflächenveredlung und Wärmebehandlung; Metallbearbeitung,Treatment and coating of metals; machining
4,25.51,Coating van metalen,Revêtement des métaux,Beschichten von Metallen,Coating of metals
5,25.510,Coating van metalen,Revêtement des métaux,Beschichten von Metallen,Coating of metals
4,25.52,Warmtebehandeling van metaal,Traitement thermique des métaux,Wärmebehandlung von Metallen,Heat treatment of metals
5,25.520,Warmtebehandeling van metaal,Traitement thermique des métaux,Wärmebehandlung von Metallen,Heat treatment of metals
4,25.53,Verspanend bewerken van metalen,Usinage des métaux,Metallbearbeitung,Machining of metals
5,25.530,Verspanend bewerken van metalen,Usinage des métaux,Metallbearbeitung,Machining of metals
3,25.6,"Vervaardiging van scharen, messen, bestekken, gereedschap en ijzerwaren","Fabrication de coutellerie, d’outillage et de quincaillerie","Herstellung von Schneidwaren, Werkzeugen, Schlössern und Beschlägen aus unedlen Metallen","Manufacture of cutlery, tools and general hardware"
4,25.61,"Vervaardiging van scharen, messen, bestekken enz.",Fabrication de coutellerie,Herstellung von Schneidwaren und Bestecken aus unedlen Metallen,Manufacture of cutlery
5,25.610,"Vervaardiging van scharen, messen, bestekken enz.",Fabrication de coutellerie,Herstellung von Schneidwaren und Bestecken aus unedlen Metallen,Manufacture of cutlery
4,25.62,Vervaardiging van hang- en sluitwerk,Fabrication de serrures et de ferrures,Herstellung von Schlössern und Beschlägen aus unedlen Metallen,Manufacture of locks and hinges
5,25.620,Vervaardiging van hang- en sluitwerk,Fabrication de serrures et de ferrures,Herstellung von Schlössern und Beschlägen aus unedlen Metallen,Manufacture of locks and hinges
4,25.63,Vervaardiging van gereedschap,Fabrication d’outillage,Herstellung von Werkzeugen,Manufacture of tools
5,25.631,Vervaardiging van vormkasten en gietvormen,Fabrication de moules et modèles,Herstellung von Formenkästen und Gießformen,Manufacture of moulds and models
5,25.639,"Vervaardiging van gereedschap, m.u.v. vormkasten en gietvormen","Fabrication d'outillage, à l’exception des moules et des modèles",Herstellung von Werkzeugen mit Ausnahme von Formkästen und Gussformen,"Manufacture of tools, except moulds and models"
3,25.9,Vervaardiging van andere producten van metaal,Fabrication d’autres ouvrages en métaux,Herstellung von sonstigen Metallwaren,Manufacture of other fabricated metal products
4,25.91,Vervaardiging van stalen vaten en dergelijke,Fabrication de fûts et emballages métalliques similaires,"Herstellung von Fässern, Trommeln, Dosen, Eimern u. Ä. Behältern aus Metall",Manufacture of steel drums and similar containers
5,25.910,Vervaardiging van stalen vaten en dergelijke,Fabrication de fûts et emballages métalliques similaires,"Herstellung von Fässern, Trommeln, Dosen, Eimern u. Ä. Behältern aus Metall",Manufacture of steel drums and similar containers
4,25.92,Vervaardiging van verpakkingsmiddelen van licht metaal,Fabrication d’emballages métalliques légers,"Herstellung von Verpackungen und Verschlüssen aus Eisen, Stahl und NE-Metall",Manufacture of light metal packaging
5,25.920,Vervaardiging van verpakkingsmiddelen van licht metaal,Fabrication d’emballages métalliques légers,"Herstellung von Verpackungen und Verschlüssen aus Eisen, Stahl und NE-Metall",Manufacture of light metal packaging
4,25.93,Vervaardiging van artikelen van draad en van kettingen en veren,"Fabrication d’articles en fils métalliques, de chaînes et de ressorts","Herstellung von Drahtwaren, Ketten und Federn","Manufacture of wire products, chain and springs"
5,25.930,Vervaardiging van artikelen van draad en van kettingen en veren,"Fabrication d’articles en fils métalliques, de chaînes et de ressorts","Herstellung von Drahtwaren, Ketten und Federn","Manufacture of wire products, chain and springs"
4,25.94,"Vervaardiging van bouten, schroeven en moeren","Fabrication de vis, de boulons et d'écrous",Herstellung von Schrauben und Nieten,Manufacture of fasteners and screw machine products
5,25.940,"Vervaardiging van bouten, schroeven en moeren","Fabrication de vis, de boulons et d'écrous",Herstellung von Schrauben und Nieten,Manufacture of fasteners and screw machine products
4,25.99,Vervaardiging van andere producten van metaal n.e.g.,Fabrication d’autres produits métalliques n.c.a.,Herstellung von sonstigen Metallwaren a. n. g.,Manufacture of other fabricated metal products n.e.c.
5,25.991,Vervaardiging van huishoudelijke en sanitaire producten van metaal,Fabrication d'articles métalliques à usage ménager et sanitaire,Herstellung von Haushalts- und Sanitärwaren aus Metall,Manufacture of metal household and sanitary articles
5,25.999,"Vervaardiging van overige producten van metaal, n.e.g.",Fabrication d'autres articles métalliques n.c.a.,Herstellung von sonstigen Metallwaren a.n.g.,Manufacture of other metal products n.e.c.
2,26,Vervaardiging van informaticaproducten en van elektronische en optische producten,"Fabrication de produits informatiques, électroniques et optiques","Herstellung von Datenverarbeitungsgeräten, elektronischen und optischen Erzeugnissen","Manufacture of computer, electronic and optical products"
3,26.1,Vervaardiging van elektronische onderdelen en printplaten,Fabrication de composants et cartes électroniques,Herstellung von elektronischen Bauelementen und Leiterplatten,Manufacture of electronic components and boards
4,26.11,Vervaardiging van elektronische onderdelen,Fabrication de composants électroniques,Herstellung von elektronischen Bauelementen,Manufacture of electronic components
5,26.110,Vervaardiging van elektronische onderdelen,Fabrication de composants électroniques,Herstellung von elektronischen Bauelementen,Manufacture of electronic components
4,26.12,Vervaardiging van elektronische printplaten,Fabrication de cartes électroniques assemblées,Herstellung von bestückten Leiterplatten,Manufacture of loaded electronic boards
5,26.120,Vervaardiging van elektronische printplaten,Fabrication de cartes électroniques assemblées,Herstellung von bestückten Leiterplatten,Manufacture of loaded electronic boards
3,26.2,Vervaardiging van computers en randapparatuur,Fabrication d’ordinateurs et d’équipements périphériques,Herstellung von Datenverarbeitungsgeräten und peripheren Geräten,Manufacture of computers and peripheral equipment
4,26.20,Vervaardiging van computers en randapparatuur,Fabrication d’ordinateurs et d’équipements périphériques,Herstellung von Datenverarbeitungsgeräten und peripheren Geräten,Manufacture of computers and peripheral equipment
5,26.200,Vervaardiging van computers en randapparatuur,Fabrication d’ordinateurs et d’équipements périphériques,Herstellung von Datenverarbeitungsgeräten und peripheren Geräten,Manufacture of computers and peripheral equipment
3,26.3,Vervaardiging van communicatieapparatuur,Fabrication d’équipements de communication,Herstellung von Geräten und Einrichtungen der Telekommunikationstechnik,Manufacture of communication equipment
4,26.30,Vervaardiging van communicatieapparatuur,Fabrication d’équipements de communication,Herstellung von Geräten und Einrichtungen der Telekommunikationstechnik,Manufacture of communication equipment
5,26.300,Vervaardiging van communicatieapparatuur,Fabrication d’équipements de communication,Herstellung von Geräten und Einrichtungen der Telekommunikationstechnik,Manufacture of communication equipment
3,26.4,Vervaardiging van consumentenelektronica,Fabrication de produits électroniques grand public,Herstellung von Geräten der Unterhaltungselektronik,Manufacture of consumer electronics
4,26.40,Vervaardiging van consumentenelektronica,Fabrication de produits électroniques grand public,Herstellung von Geräten der Unterhaltungselektronik,Manufacture of consumer electronics
5,26.400,Vervaardiging van consumentenelektronica,Fabrication de produits électroniques grand public,Herstellung von Geräten der Unterhaltungselektronik,Manufacture of consumer electronics
3,26.5,"Vervaardiging van meet-en controle-instrumenten, klokken en horloges",Fabrication d’instruments de mesure et d’essai; horlogerie,Herstellung von Mess- und Kontrollinstrumenten sowie von Uhren,"Manufacture of measuring testing instruments, clocks and watches"
4,26.51,"Vervaardiging van meet-, controle- en navigatie-instrumenten en -apparatuur","Fabrication d’instruments et d’appareils de mesure, d’essai et de navigation","Herstellung von Mess-, Kontroll-, Navigations- u. Ä. Instrumenten und Vorrichtungen","Manufacture of instruments and appliances for measuring, testing and navigation"
5,26.510,"Vervaardiging van meet-, controle- en navigatie-instrumenten en -apparatuur","Fabrication d’instruments et d’appareils de mesure, d’essai et de navigation","Herstellung von Mess-, Kontroll-, Navigations- u. Ä. Instrumenten und Vorrichtungen","Manufacture of instruments and appliances for measuring, testing and navigation"
4,26.52,Vervaardiging van klokken en horloges,Fabrication d'horloges et de montres,Herstellung von Uhren,Manufacture of watches and clocks
5,26.520,Vervaardiging van klokken en horloges,Fabrication d'horloges et de montres,Herstellung von Uhren,Manufacture of watches and clocks
3,26.6,Vervaardiging van bestralingsapparatuur en van elektromedische en elektrotherapeutische apparatuur,"Fabrication d’équipements d’irradiation médicale, d’équipements électromédicaux et électrothérapeutiques",Herstellung von Bestrahlungs- und Elektrotherapiegeräten und elektromedizinischen Geräten,"Manufacture of irradiation, electromedical and electrotherapeutic equipment"
4,26.60,Vervaardiging van bestralingsapparatuur en van elektromedische en elektrotherapeutische apparatuur,"Fabrication d’équipements d’irradiation médicale, d’équipements électromédicaux et électrothérapeutiques",Herstellung von Bestrahlungs- und Elektrotherapiegeräten und elektromedizinischen Geräten,"Manufacture of irradiation, electromedical and electrotherapeutic equipment"
5,26.600,Vervaardiging van bestralingsapparatuur en van elektromedische en elektrotherapeutische apparatuur,"Fabrication d’équipements d’irradiation médicale, d’équipements électromédicaux et électrothérapeutiques",Herstellung von Bestrahlungs- und Elektrotherapiegeräten und elektromedizinischen Geräten,"Manufacture of irradiation, electromedical and electrotherapeutic equipment"
3,26.7,"Vervaardiging van optische instrumenten, magnetische en optische dragers en fotografische apparatuur",Fabrication de matériels optique et photographique et de supports magnétiques et optiques,Herstellung von optischen und fotografischen Instrumenten und Geräten sowie von magnetischen und optischen Datenträgern,"Manufacture of optical instruments, magnetic and optical media and photographic equipment"
4,26.70,"Vervaardiging van optische instrumenten, magnetische en optische dragers en fotografische apparatuur",Fabrication de matériels optique et photographique et de supports magnétiques et optiques,Herstellung von optischen und fotografischen Instrumenten und Geräten sowie von magnetischen und optischen Datenträgern,"Manufacture of optical instruments, magnetic and optical media and photographic equipment"
